tip_names	date
hCoV-19_USA_NY-Wadsworth-21024799-01	2021-02-11
hCoV-19_USA_MT-CDC-2-3912744	2021-01-28
hCoV-19_USA_NY-NYCPHL-003882	2021-03-15
hCoV-19_Ecuador_UEES-11645	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_15_01N08	2021-03-14
hCoV-19_Ireland_KY-NVRL-e84IRL93861	2021-02-01
hCoV-19_USA_NJ-CDC-ASC210015483	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_05_00O18	2021-03-04
hCoV-19_USA_NY-PRL-2021_0412_01K23	2021-04-11
hCoV-19_USA_NY-PRL-2021_0405_01H13	2021-04-03
hCoV-19_USA_NY-PRL-2021_0412_00A09	2021-04-07
hCoV-19_USA_NY-PRL-2021_0405_02D02	2021-04-01
hCoV-19_USA_CT-Yale-2813	2021-03-18
hCoV-19_USA_CT-Yale-2705	2021-03-18
hCoV-19_USA_NY-Wadsworth-21033033-01	2021-03-01
hCoV-19_USA_NY-PRL-2021_03_11_00D13	2021-03-09
hCoV-19_USA_CT-JAX-JAX000343	2021-03-16
hCoV-19_USA_NY-Wadsworth-21026047-01	2021-02-22
hCoV-19_USA_NY-PRL-2021_02_15_00F12	2021-02-13
hCoV-19_USA_NY-Wadsworth-21018773-01	2021-01-30
hCoV-19_USA_NY-Wadsworth-21023064-01	2021-02-10
hCoV-19_USA_CT-CDC-LC0041134	2021-04-10
hCoV-19_USA_NY-NYCPHL-004033	2021-03-23
hCoV-19_USA_GA-CDC-STM-000048302	2021-04-01
hCoV-19_USA_NY-PRL-2021_03_29_03C24	2021-03-25
hCoV-19_USA_CT-Yale-3212	2021-03-27
hCoV-19_Chile_VS-43946	2021-02-19
hCoV-19_USA_NY-Wadsworth-21028603-01	2021-02-27
hCoV-19_USA_NJ-CDC-ASC210024513	2021-03-28
hCoV-19_USA_NJ-CDC-ASC210014188	2021-03-21
hCoV-19_USA_NJ-PHEL-21-5949	2021-02-26
hCoV-19_USA_NY-PRL-2021_03_18_00L23	2021-03-15
hCoV-19_USA_NY-Wadsworth-21030363-01	2021-03-06
hCoV-19_USA_CT-Yale-2185	2021-03-11
hCoV-19_USA_NJ-CDC-LC0043318	2021-04-08
hCoV-19_USA_NY-PRL-2021_03_18_00G12	2021-03-16
hCoV-19_USA_DE-DHSS-FLW00765028	2021-01-29
hCoV-19_USA_CT-Yale-3503	2021-04-06
hCoV-19_USA_NY-PRL-2021_0405_02O02	2021-04-04
hCoV-19_USA_NJ-CDC-ASC210014100	2021-03-20
hCoV-19_USA_PA-CDC-LC0035958	2021-03-25
hCoV-19_USA_NJ-CDC-ASC210042336	2021-04-02
hCoV-19_USA_NY-PRL-2021_0409_00N19	2021-04-07
hCoV-19_USA_NY-PRL-2021_0415_00B21	2021-04-14
hCoV-19_USA_NY-PRL-03_10_00A08	2021-03-05
hCoV-19_USA_NY-Wadsworth-21035507-01	2021-03-12
hCoV-19_USA_NY-PRL-2021_02_19_01I08	2021-02-17
hCoV-19_USA_NY-Wadsworth-21033237-01	2021-03-11
hCoV-19_USA_CT-CDC-LC0038291	2021-03-29
hCoV-19_USA_CT-CDC-IBX984569003126	2021-03-25
hCoV-19_USA_NJ-CDC-LC0038588	2021-03-29
hCoV-19_USA_NJ-CDC-ASC210010612	2021-03-17
hCoV-19_USA_CT-JAX-JAX000831	2021-04-05
hCoV-19_USA_NJ-CDC-LC0033654	2021-03-19
hCoV-19_USA_CT-JAX-JAX000490	2021-03-25
hCoV-19_USA_CT-JAX-JAX000453	2021-03-25
hCoV-19_USA_CT-JAX-JAX000455	2021-03-25
hCoV-19_USA_CT-JAX-JAX000410	2021-03-18
hCoV-19_USA_CT-JAX-JAX000411	2021-03-18
hCoV-19_USA_CA-LACPHL-AF00675	2021-03-06
hCoV-19_USA_CA-LACPHL-AF00686	2021-03-04
hCoV-19_USA_CA-CDC-FG-014300	2021-03-24
hCoV-19_USA_CA-LACPHL-AF00609	2021-02-26
hCoV-19_USA_CA-LACPHL-AF00579	2021-02-25
hCoV-19_USA_NY-Wadsworth-21025966-01	2021-02-20
hCoV-19_USA_NJ-CDC-ASC210023318	2021-03-27
hCoV-19_USA_NY-CDC-IBX918147943231	2021-04-01
hCoV-19_USA_IL-S21WGS642	2021-04-12
hCoV-19_USA_NY-CDC-ASC210039138	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_00M06	2021-03-31
hCoV-19_USA_NY-MVL048211391	2021-02-17
hCoV-19_USA_IL-CDC-QDX23654726	2021-04-06
hCoV-19_USA_NY-PRL-2021_0412_02L21	2021-04-10
hCoV-19_USA_NJ-CDC-LC0042272	2021-04-04
hCoV-19_USA_TX-HHD-2104156511	2021-04-07
hCoV-19_USA_NY-PRL-2021_0413_00O04	2021-04-12
hCoV-19_USA_NY-PRL-2021_03_29_04O03	2021-03-27
hCoV-19_USA_NY-Wadsworth-21033235-01	2021-03-11
hCoV-19_USA_CT-JAX-JAX000409	2021-03-18
hCoV-19_USA_NY-PRL-2021_02_12_03G04	2021-02-10
hCoV-19_USA_CT-JAX-JAX000720	2021-03-29
hCoV-19_USA_NY-PRL-2021_04_01_00E21	2021-03-29
hCoV-19_USA_NY-Wadsworth-21028668-01	2021-02-26
hCoV-19_USA_NY-PRL-2021_04_01_00A08	2021-03-29
hCoV-19_USA_NY-PRL-2021_02_19_00L09	2021-02-15
hCoV-19_USA_NY-PRL-2021_03_22_01A06	2021-03-20
hCoV-19_USA_NY-PRL-2021_0408_00G01	2021-04-06
hCoV-19_USA_NY-PRL-2021_02_15_02D07	2021-02-13
hCoV-19_USA_PR-CDC-S185	2021-03-05
hCoV-19_USA_CT-CDC-LC0042553	2021-04-04
hCoV-19_Australia_QLD1614	2021-02-24
hCoV-19_Australia_QLD1615	2021-02-24
hCoV-19_USA_NY-PRL-2021_03_29_01I24	2021-03-24
hCoV-19_USA_NY-NYULH539	2021-02-25
hCoV-19_USA_NY-PRL-2021_03_18_00M20	2021-03-16
hCoV-19_USA_IL-CDC-ASC210020100	2021-03-24
hCoV-19_USA_NY-PRL-2021_0412_00I03	2021-04-08
hCoV-19_USA_NJ-PHEL-21-9281	2021-03-30
hCoV-19_USA_NY-PRL-2021_03_31_00L11	2021-03-28
hCoV-19_USA_CT-Yale-3301	2021-03-28
hCoV-19_USA_CT-CDC-QDX23354580	2021-03-21
hCoV-19_USA_CT-Yale-3088	2021-03-24
hCoV-19_USA_ID-IBL-721925	2021-04-07
hCoV-19_USA_NY-PRL-2021_0408_00I18	2021-04-06
hCoV-19_USA_NJ-CDC-LC0035970	2021-03-25
hCoV-19_USA_ID-CDC-IBX033094743912	2021-03-24
hCoV-19_USA_ID-IBL-718544	2021-03-19
hCoV-19_USA_NY-NYULH786	2021-03-09
hCoV-19_USA_CT-CDCBI-CRSP_02104	2021-03-24
hCoV-19_USA_CT-CDCBI-CRSP_02081	2021-03-24
hCoV-19_USA_CA-CDC-FG-021055	2021-04-12
hCoV-19_USA_NY-PRL-2021_04_01_00C23	2021-03-28
hCoV-19_USA_NY-NYULH914	2021-03-17
hCoV-19_USA_CT-CDC-QDX23205526	2021-03-21
hCoV-19_USA_CT-JAX-JAX000177	2021-03-03
hCoV-19_USA_NV-LV-SNPHL-325747	2021-04-07
hCoV-19_USA_CA-CDC-LC0031910	2021-03-16
hCoV-19_USA_CT-CDCBI-CRSP_02085	2021-03-24
hCoV-19_USA_CA-CDC-FG-018891	2021-03-31
hCoV-19_USA_PA-CDC-QDX23396078	2021-03-29
hCoV-19_Croatia_HRV000_100	2021-02-09
hCoV-19_USA_NY-NYCPHL-003157	2021-02-09
hCoV-19_USA_CT-Yale-3163	2021-03-26
hCoV-19_USA_CT-JAX-JAX000576	2021-03-23
hCoV-19_USA_CT-Yale-3557	2021-04-05
hCoV-19_USA_NJ-CDC-ASC210045846	2021-04-05
hCoV-19_USA_NY-PRL-2021_03_29_03C02	2021-03-26
hCoV-19_USA_CT-Yale-3202	2021-03-27
hCoV-19_USA_NJ-CDC-LC0043264	2021-04-08
hCoV-19_USA_NY-Wadsworth-21033223-01	2021-03-09
hCoV-19_USA_NY-CDC-ASC210028633	2021-03-31
hCoV-19_USA_SD-SDPHL-0187	2021-03-14
hCoV-19_USA_SD-SDPHL-0219	2021-03-02
hCoV-19_USA_NJ-CDC-IBX020339351205	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_15_01P11	2021-03-14
hCoV-19_USA_ID-CDC-LC0043478	2021-04-05
hCoV-19_USA_NY-CDC-ASC210018513	2021-03-24
hCoV-19_USA_NJ-CDC-IBX762054820200	2021-03-25
hCoV-19_Ireland_KY-NVRL-e85IRL51036	2021-02-09
hCoV-19_USA_NJ-CDC-QDX23396241	2021-03-28
hCoV-19_USA_NY-CDC-LC0030350	2021-03-14
hCoV-19_USA_CT-JAX-JAX000265	2021-03-07
hCoV-19_USA_CT-JAX-JAX000125	2021-03-02
hCoV-19_USA_NY-NYULH536	2021-02-26
hCoV-19_USA_CT-Yale-2201	2021-02-28
hCoV-19_USA_CT-CDC-LC0017058	2021-02-10
hCoV-19_USA_TX-CDC-FG-019922	2021-04-02
hCoV-19_USA_NY-PRL-2021_02_22_00H02	2021-02-19
hCoV-19_USA_CT-Yale-1977	2021-02-26
hCoV-19_USA_CT-Yale-2556	2021-03-13
hCoV-19_USA_NY-PRL-2021_0201_03C09	2021-01-30
hCoV-19_USA_CT-JAX-JAX000340	2021-03-15
hCoV-19_USA_NJ-S-HU-2294-BIRI511	2021-02-01
hCoV-19_USA_NJ-PHEL-P21-7393	2021-02-06
hCoV-19_Singapore_115	2021-01-26
hCoV-19_Singapore_117	2021-01-26
hCoV-19_Singapore_116	2021-01-26
hCoV-19_USA_NY-PRL-2021_03_03_00F02	2021-03-01
hCoV-19_USA_NY-PRL-03_10_00I20	2021-03-08
hCoV-19_USA_NY-PRL-2021_02_26_00D19	2021-02-23
hCoV-19_USA_NY-PRL-2021_0412_02N05	2021-04-09
hCoV-19_USA_NY-Wadsworth-21038523-01	2021-03-26
hCoV-19_USA_NY-PRL-2021_03_29_02D14	2021-03-27
hCoV-19_USA_NY-PRL-2021_03_25_00B06	2021-03-22
hCoV-19_USA_NY-PRL-2021_0414_00A14	2021-04-12
hCoV-19_USA_NY-CDC-LC0036229	2021-03-27
hCoV-19_USA_NY-CDC-LC0035902	2021-03-25
hCoV-19_USA_NY-CDC-IBX303088418071	2021-03-16
hCoV-19_Croatia_HRV000_73	2021-02-03
hCoV-19_Croatia_HRV000_101	2021-02-09
hCoV-19_USA_NY-PRL-2021_0125_00C10	2021-01-18
hCoV-19_USA_NE-CDC-ASC210012525	2021-03-19
hCoV-19_USA_NJ-CDC-LC0033067	2021-03-19
hCoV-19_USA_NJ-CDC-LC0034267	2021-03-17
hCoV-19_USA_NY-NYULH1173	2021-04-05
hCoV-19_USA_CT-Yale-3470	2021-04-02
hCoV-19_USA_CT-JAX-JAX000227	2021-03-10
hCoV-19_USA_NY-NYCPHL-004340	2021-04-08
hCoV-19_USA_NJ-CDC-STM-000040849	2021-03-19
hCoV-19_USA_NY-Wadsworth-21037770-01	2021-03-25
hCoV-19_USA_OR-OSPHL00210	2021-04-07
hCoV-19_USA_NY-Wadsworth-21021040-01	2021-02-07
hCoV-19_USA_NY-Wadsworth-21018079-01	2021-02-02
hCoV-19_Singapore_325	2021-03-22
hCoV-19_USA_NY-Wadsworth-21012207-01	2021-01-16
hCoV-19_Ireland_KY-NVRL-e84IRL94015	2021-02-01
hCoV-19_USA_NJ-CDC-LC0031704	2021-03-14
hCoV-19_USA_NY-PRL-2021_03_05_00N17	2021-03-03
hCoV-19_Ireland_KY-NVRL-e84IRL93451	2021-02-01
hCoV-19_USA_NY-PRL-2021_02_26_00L02	2021-02-23
hCoV-19_USA_NY-PRL-2021_0405_00M04	2021-03-31
hCoV-19_USA_NY-PRL-2021_0414_00G13	2021-04-12
hCoV-19_USA_CT-CDC-LC0018058	2021-02-11
hCoV-19_USA_CT-CDC-LC0003447	2021-01-11
hCoV-19_USA_NY-PRL-2021_03_11_00N18	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_22_01H04	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_12_00O01	2021-03-11
hCoV-19_USA_NY-PRL-2021_02_17_00F18	2021-02-14
hCoV-19_USA_NY-PRL-2021_03_22_01F03	2021-03-20
hCoV-19_USA_NY-PRL-2021_03_12_00L20	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_01_01N04	2021-02-27
hCoV-19_USA_NY-PRL-2021_03_11_00E01	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00J01	2021-03-09
hCoV-19_USA_NY-PRL-2021_02_17_00P22	2021-02-15
hCoV-19_USA_CT-CDC-LC0040222	2021-04-04
hCoV-19_USA_NY-PRL-2021_03_11_00M08	2021-03-10
hCoV-19_USA_NY-PRL-03_05_01F20	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_11_00C17	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00H07	2021-03-09
hCoV-19_USA_NJ-CDC-LC0033607	2021-03-19
hCoV-19_Australia_QLD1618	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_15_00J14	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_11_00K10	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00D02	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00C07	2021-03-09
hCoV-19_USA_CT-CDC-LC0040826	2021-04-09
hCoV-19_USA_NY-PRL-2021_03_11_00E18	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_11_00I09	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_15_01E10	2021-03-13
hCoV-19_USA_NY-PRL-2021_03_11_00O20	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_15_01F10	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_02_00N16	2021-03-01
hCoV-19_USA_NY-PRL-2021_03_15_00F04	2021-03-12
hCoV-19_USA_IL-CDC-LC0019323	2021-02-18
hCoV-19_USA_NJ-CDC-LC0025297	2021-03-05
hCoV-19_USA_CT-CDC-LC0040840	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_11_00J09	2021-03-09
hCoV-19_USA_NY-PRL-2021_03_12_00K11	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_12_00B09	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_11_00C05	2021-03-09
hCoV-19_USA_FL-CDC-FG-019581	2021-03-29
hCoV-19_USA_NY-PRL-2021_03_12_00E19	2021-03-10
hCoV-19_USA_NY-PRL-2021_03_05_00D16	2021-03-03
hCoV-19_USA_NY-PRL-2021_03_15_00P20	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_02_00C20	2021-02-28
hCoV-19_USA_NY-CDC-LC0041403	2021-04-09
hCoV-19_USA_NY-NYULH1171	2021-04-05
hCoV-19_USA_NY-PRL-2021_03_15_00H04	2021-03-12
hCoV-19_USA_NY-PRL-2021_03_11_00I04	2021-03-09
hCoV-19_USA_CT-Yale-2952	2021-03-19
hCoV-19_USA_CT-Yale-3596	2021-03-30
hCoV-19_USA_NY-Wadsworth-21022376-01	2021-02-05
hCoV-19_USA_NY-Wadsworth-21010697-01	2021-01-12
hCoV-19_USA_NY-NYCPHL-003169	2021-02-09
hCoV-19_USA_NY-PRL-2021_02_26_00M03	2021-02-23
hCoV-19_USA_NY-NYCPHL-001165	2020-10-29
hCoV-19_USA_NY-PRL-2021_02_22_00C06	2021-02-19
hCoV-19_USA_CT-CDC-LC0041050	2021-04-07
hCoV-19_USA_NY-PRL-2021_03_15_01O23	2021-03-13
hCoV-19_USA_NY-PRL-2021_03_12_00M24	2021-03-11
hCoV-19_USA_NY-PRL-2021_03_15_00O15	2021-03-12
hCoV-19_USA_NY-MSHSPSP-PV21126	2020-10-11
hCoV-19_USA_OK-CDC-2-4084727	2021-03-14
hCoV-19_USA_CA-CDC-STM-000041694	2021-03-22
hCoV-19_USA_NY-PRL-2021_03_31_00D03	2021-03-27
hCoV-19_USA_NY-PRL-2021_02_19_01B19	2021-02-16
hCoV-19_USA_NY-PRL-2021_03_03_00C20	2021-03-01
hCoV-19_USA_NY-PRL-2021_02_12_04D08	2021-02-10
hCoV-19_USA_NY-PRL-03_05_02A11	2021-03-03
hCoV-19_USA_NJ-CDC-ASC210006659	2021-03-13
hCoV-19_USA_NY-Wadsworth-21028298-01	2021-03-01
hCoV-19_USA_NJ-CDC-LC0038784	2021-03-31
hCoV-19_USA_NJ-CDC-LC0042506	2021-04-04
hCoV-19_USA_IL-C21WGS0147	2021-03-31
hCoV-19_USA_NY-PRL-2021_0405_01I20	2021-04-03
hCoV-19_USA_NY-Wadsworth-21032117-01	2021-03-08
hCoV-19_USA_TN-CDC-ASC210019556	2021-03-25
hCoV-19_USA_FL-BPHL-1803	2021-03-19
hCoV-19_USA_NJ-CDC-LC0038655	2021-03-29
hCoV-19_USA_TX-TCH-TCMC03073	2021-03-17
hCoV-19_USA_NY-PRL-2021_04_01_00O03	2021-03-31
hCoV-19_USA_NY-PRL-2021_03_22_00D20	2021-03-19
hCoV-19_Australia_NSW1532	2021-03-24
hCoV-19_USA_NY-Wadsworth-21035560-01	2021-03-21
hCoV-19_USA_NY-PRL-2021_03_29_04N13	2021-03-27
hCoV-19_USA_NY-Wadsworth-21031322-01	2021-03-08
hCoV-19_USA_NY-PRL-2021_03_01_01D10	2021-02-27
hCoV-19_USA_NY-Wadsworth-21028881-01	2021-03-02
hCoV-19_USA_NJ-CDC-ASC210012171	2021-03-19
hCoV-19_USA_NY-PRL-2021_03_12_00D09	2021-03-10
hCoV-19_USA_NY-Wadsworth-21031325-01	2021-03-08
hCoV-19_USA_NY-PRL-03_05_01C08	2021-03-04
hCoV-19_USA_NY-PRL-2021_0412_01G22	2021-04-10
hCoV-19_USA_NY-PRL-2021_03_29_03K21	2021-03-26
hCoV-19_USA_NY-PRL-2021_02_26_01E21	2021-02-24
hCoV-19_USA_NY-NYCPHL-004007	2021-03-15
hCoV-19_USA_NY-PRL-2021_02_19_01M20	2021-02-17
hCoV-19_USA_NY-Wadsworth-21011013-01	2021-01-14
hCoV-19_USA_NY-CDC-LC0021882	2021-03-01
hCoV-19_USA_NY-Wadsworth-21018138-01	2021-01-28
hCoV-19_USA_WI-GMF-B00417	2021-04-12
hCoV-19_USA_AK-PHL7575	2021-02-04
hCoV-19_USA_MA-CDCBI-CRSP_01515	2021-03-13
hCoV-19_USA_CT-CDC-LC0041121	2021-04-07
hCoV-19_USA_CT-Yale-3139	2021-03-26
hCoV-19_USA_CT-JAX-JAX000452	2021-03-25
hCoV-19_USA_CT-JAX-JAX000591	2021-03-25
hCoV-19_USA_CT-JAX-JAX000584	2021-03-25
hCoV-19_USA_CT-JAX-JAX000741	2021-03-29
hCoV-19_USA_CT-JAX-JAX000638	2021-03-25
hCoV-19_USA_CT-JAX-JAX000546	2021-03-25
hCoV-19_USA_CT-JAX-JAX000574	2021-03-25
hCoV-19_USA_CT-JAX-JAX000616	2021-03-25
hCoV-19_USA_CT-JAX-JAX000842	2021-04-08
hCoV-19_USA_CT-JAX-JAX000692	2021-04-01
hCoV-19_USA_CT-JAX-JAX000766	2021-04-01
hCoV-19_USA_CT-JAX-JAX000694	2021-04-01
hCoV-19_USA_CT-JAX-JAX000725	2021-03-29
hCoV-19_USA_CT-JAX-JAX000884	2021-04-05
hCoV-19_USA_CT-JAX-JAX000765	2021-04-01
hCoV-19_USA_CT-JAX-JAX000652	2021-03-31
hCoV-19_USA_CT-CDC-LC0032904	2021-03-21
hCoV-19_USA_CT-Yale-2784	2021-03-21
hCoV-19_USA_CT-Yale-2681	2021-03-18
hCoV-19_USA_CT-Yale-2170	2021-03-09
hCoV-19_USA_CT-Yale-2184	2021-03-08
hCoV-19_USA_CT-Yale-2390	2021-03-10
hCoV-19_USA_CT-Yale-2156	2021-03-06
hCoV-19_USA_NY-CDC-QDX23235966	2021-03-21
hCoV-19_USA_CT-Yale-3542	2021-04-06
hCoV-19_USA_NY-CDC-LC0034734	2021-03-17
hCoV-19_USA_CT-JAX-JAX000133	2021-02-26
hCoV-19_USA_CT-Yale-2438	2021-03-09
hCoV-19_USA_CT-Yale-2444	2021-03-09
hCoV-19_USA_CT-Yale-2160	2021-03-07
hCoV-19_USA_CT-Yale-3177	2021-03-26
hCoV-19_USA_CT-Yale-2690	2021-03-18
hCoV-19_USA_CT-Yale-2452	2021-03-09
hCoV-19_USA_CT-Yale-2413	2021-03-10
hCoV-19_USA_CT-Yale-3513	2021-04-05
hCoV-19_USA_CT-JAX-JAX000141	2021-03-03
hCoV-19_USA_CT-JAX-JAX000148	2021-03-01
hCoV-19_USA_CT-JAX-JAX000768	2021-04-01
hCoV-19_USA_CT-JAX-JAX000690	2021-04-01
hCoV-19_USA_CT-JAX-JAX000523	2021-03-26
hCoV-19_USA_CT-JAX-JAX000414	2021-03-18
hCoV-19_USA_CT-JAX-JAX000289	2021-03-10
hCoV-19_USA_CT-Yale-3150	2021-03-26
hCoV-19_USA_CT-JAX-JAX000324	2021-03-15
hCoV-19_USA_CT-JAX-JAX000325	2021-03-14
hCoV-19_USA_CT-Yale-2562	2021-03-12
hCoV-19_USA_CT-JAX-JAX000275	2021-03-09
hCoV-19_USA_NY-CDC-LC0033698	2021-03-18
hCoV-19_USA_NY-Wadsworth-21036071-01	2021-03-21
hCoV-19_USA_NY-Wadsworth-21022460-01	2021-02-11
hCoV-19_USA_NY-Wadsworth-21027803-01	2021-02-28
hCoV-19_USA_NY-Wadsworth-21030398-01	2021-03-06
hCoV-19_USA_NY-Wadsworth-21030434-01	2021-03-06
hCoV-19_USA_NY-Wadsworth-21027807-01	2021-03-02
hCoV-19_USA_NY-Wadsworth-21027809-01	2021-03-01
hCoV-19_USA_NY-PRL-2021_0405_01L06	2021-04-01
hCoV-19_USA_NJ-CDC-ASC210017574	2021-03-24
hCoV-19_USA_NY-Wadsworth-21010161-01	2021-01-07
hCoV-19_USA_NY-Wadsworth-21035875-01	2021-03-18
hCoV-19_USA_NY-PRL-2021_03_29_03L05	2021-03-25
hCoV-19_USA_FL-CDC-LC0040304	2021-04-08
hCoV-19_USA_CT-CDCBI-CRSP_02087	2021-03-24
hCoV-19_USA_NY-PRL-2021_03_29_04J06	2021-03-25
hCoV-19_USA_NJ-CDC-LC0042939	2021-04-07
hCoV-19_USA_CT-JAX-JAX000283	2021-03-09
